"ID","NAME","POSITION1","POSITION2","PLAYER_TYPE","BID_VALUE","BID_YEARS","HAS_TO","BID_START_DATE","BID_WINNER","NBA_ID"
"282","Jordan McLaughlin","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1629162"
"283","Jordan Nwora","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1629670"
"284","Jordan Poole","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1629673"
"285","Jordan Schakel","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630648"
"286","Jose Alvarado","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630631"
"287","Josh Christopher","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630528"
"288","Josh Giddey","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630581"
"289","Josh Green","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630182"
"290","Josh Hart","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1628404"
"291","Josh Jackson","G","F","UFA",NULL,NULL,NULL,NULL,NULL,"1628367"
"292","Josh Minott","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1631169"
"293","Josh Okogie","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1629006"
"294","Josh Richardson","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1626196"
"295","Joshua Primo","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630563"
"296","Jrue Holiday","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"201950"
"297","Juan Toscano-Anderson","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1629308"
"298","Julian Champagnie","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630577"
"299","Julius Randle","F","C","UFA",NULL,NULL,NULL,NULL,NULL,"203944"
"300","Justin Champagnie","G","F","UFA",NULL,NULL,NULL,NULL,NULL,"1630551"
"301","Justin Holiday","F","G","UFA",NULL,NULL,NULL,NULL,NULL,"203200"
"302","Justise Winslow","F","G","UFA",NULL,NULL,NULL,NULL,NULL,"1626159"
"303","Jusuf Nurkic","C",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"203994"
"304","Juwan Morgan","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1629752"
"305","Kai Jones","C","F","UFA",NULL,NULL,NULL,NULL,NULL,"1630539"
"306","Karl-Anthony Towns","C","F","UFA",NULL,NULL,NULL,NULL,NULL,"1626157"
"307","Karlo Matkovic","F","C","UFA",NULL,NULL,NULL,NULL,NULL,"1631255"
"308","Kawhi Leonard","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"202695"
"309","Keegan Murray","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1631099"
"310","Keita Bates-Diop","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1628966"
"311","Keldon Johnson","F","G","UFA",NULL,NULL,NULL,NULL,NULL,"1629640"
"312","Keljin Blevins","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1629833"
"313","Kelly Olynyk","F","C","UFA",NULL,NULL,NULL,NULL,NULL,"203482"
"314","Kelly Oubre Jr.","F","G","UFA",NULL,NULL,NULL,NULL,NULL,"1626162"
"315","Kemba Walker","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"202689"
"316","Kendall Brown","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1631112"
"317","Kendrick Nunn","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1629134"
"318","Kennedy Chandler","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1631113"
"319","Kenneth Lofton Jr.","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1631254"
"320","Kenrich Williams","G","F","UFA",NULL,NULL,NULL,NULL,NULL,"1629026"
"321","Kent Bazemore","G","F","UFA",NULL,NULL,NULL,NULL,NULL,"203145"
"322","Kentavious Caldwell-Pope","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"203484"
"323","Kenyon Martin Jr.","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630231"
"324","Keon Ellis","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1631165"
"325","Keon Johnson","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630553"
"326","Kessler Edwards","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630556"
"327","Kevin Durant","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"201142"
"328","Kevin Huerter","G","F","UFA",NULL,NULL,NULL,NULL,NULL,"1628989"
"329","Kevin Knox II","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1628995"
"330","Kevin Love","F","C","UFA",NULL,NULL,NULL,NULL,NULL,"201567"
"331","Kevin Porter Jr.","G","F","UFA",NULL,NULL,NULL,NULL,NULL,"1629645"
"332","Kevon Looney","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1626172"
"333","Khalifa Diop","C",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1631215"
"334","Khem Birch","C",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"203920"
"335","Khris Middleton","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"203114"
"336","Killian Hayes","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630165"
"337","Killian Tillie","F","C","UFA",NULL,NULL,NULL,NULL,NULL,"1629681"
"338","Kira Lewis Jr.","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630184"
"339","Klay Thompson","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"202691"
"340","Kristaps Porzingis","F","C","UFA",NULL,NULL,NULL,NULL,NULL,"204001"
"341","Kyle Anderson","F","G","UFA",NULL,NULL,NULL,NULL,NULL,"203937"
"342","Kyle Kuzma","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1628398"
"343","Kyle Lowry","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"200768"
"344","Kyrie Irving","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"202681"
"345","LaMarcus Aldridge","C","F","UFA",NULL,NULL,NULL,NULL,NULL,"200746"
"346","LaMelo Ball","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630163"
"347","Lamar Stevens","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630205"
"348","Lance Stephenson","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"202362"
"349","Landry Shamet","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1629013"
"350","Larry Nance Jr.","F","C","UFA",NULL,NULL,NULL,NULL,NULL,"1626204"
"351","Lauri Markkanen","F","C","UFA",NULL,NULL,NULL,NULL,NULL,"1628374"
"352","LeBron James","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"2544"
"353","Leandro Bolmaro","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630195"
"354","Lester Quinones","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1631311"
"355","Lindell Wigginton","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1629623"
"356","Lindy Waters III","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630322"
"357","Lonnie Walker IV","G","F","UFA",NULL,NULL,NULL,NULL,NULL,"1629022"
"358","Lonzo Ball","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1628366"
"359","Lou Williams","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"101150"
"360","Luguentz Dort","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1629652"
"361","Luka Doncic","F","G","UFA",NULL,NULL,NULL,NULL,NULL,"1629029"
"362","Luka Garza","C",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630568"
"363","Luke Kennard","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1628379"
"364","Luke Kornet","C","F","UFA",NULL,NULL,NULL,NULL,NULL,"1628436"
"365","Luke Travers","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1631247"
"366","Mac McClung","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630644"
"367","Malachi Flynn","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630201"
"368","Malaki Branham","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1631103"
"369","Malcolm Brogdon","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1627763"
"370","Malcolm Hill","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630792"
"371","Malik Beasley","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1627736"
"372","Malik Fitts","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630238"
"373","Malik Monk","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1628370"
"374","MarJon Beauchamp","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630699"
"375","Marcus Morris Sr.","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"202694"
"376","Marcus Smart","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"203935"
"377","Mark Williams","C",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1631109"
"378","Markelle Fultz","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1628365"
"379","Markieff Morris","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"202693"
"380","Marko Simonovic","C",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630250"
"381","Markus Howard","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630210"
"382","Marquese Chriss","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1627737"
"383","Marvin Bagley III","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1628963"
"384","Mason Jones","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630222"
"385","Mason Plumlee","F","C","UFA",NULL,NULL,NULL,NULL,NULL,"203486"
"386","Matisse Thybulle","G","F","UFA",NULL,NULL,NULL,NULL,NULL,"1629680"
"387","Matt Ryan","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630346"
"388","Matt Thomas","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1629744"
"389","Matteo Spagnolo","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1631164"
"390","Maurice Harkless","F","G","UFA",NULL,NULL,NULL,NULL,NULL,"203090"
"391","Max Christie","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1631108"
"392","Max Strus","G","F","UFA",NULL,NULL,NULL,NULL,NULL,"1629622"
"393","Maxi Kleber","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1628467"
"394","McKinley Wright IV","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630593"
"395","Michael Porter Jr.","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1629008"
"396","Mikal Bridges","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1628969"
"397","Mike Conley","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"201144"
"398","Mike Muscala","F","C","UFA",NULL,NULL,NULL,NULL,NULL,"203488"
"399","Miles Bridges","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1628970"
"400","Miles McBride","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630540"
"401","Mitchell Robinson","C","F","UFA",NULL,NULL,NULL,NULL,NULL,"1629011"
"402","Mo Bamba","C",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1628964"
"403","Monte Morris","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1628420"
"404","Montrezl Harrell","F","C","UFA",NULL,NULL,NULL,NULL,NULL,"1626149"
"405","Moritz Wagner","F","C","UFA",NULL,NULL,NULL,NULL,NULL,"1629021"
"406","Moses Brown","C",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1629650"
"407","Moses Moody","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630541"
"408","Moses Wright","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630589"
"409","Moussa Diabate","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1631217"
"410","Mychal Mulder","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1628539"
"411","Myles Powell","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1629619"
"412","Myles Turner","C","F","UFA",NULL,NULL,NULL,NULL,NULL,"1626167"
"413","Naji Marshall","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630230"
"414","Nassir Little","F","G","UFA",NULL,NULL,NULL,NULL,NULL,"1629642"
"415","Nate Hinton","G","F","UFA",NULL,NULL,NULL,NULL,NULL,"1630207"
"416","Nathan Knight","F","C","UFA",NULL,NULL,NULL,NULL,NULL,"1630233"
"417","Naz Reid","C","F","UFA",NULL,NULL,NULL,NULL,NULL,"1629675"
"418","Neemias Queta","C",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1629674"
"419","Nemanja Bjelica","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"202357"
"420","Nerlens Noel","C","F","UFA",NULL,NULL,NULL,NULL,NULL,"203457"
"421","Nic Claxton","F","C","UFA",NULL,NULL,NULL,NULL,NULL,"1629651"
"422","Nick Richards","C",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630208"
"423","Nickeil Alexander-Walker","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1629638"
"424","Nicolas Batum","G","F","UFA",NULL,NULL,NULL,NULL,NULL,"201587"
"425","Nik Stauskas","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"203917"
"426","Nikola Jokic","C",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"203999"
"427","Nikola Jovic","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1631107"
"428","Nikola Vucevic","C",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"202696"
"429","Norman Powell","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1626181"
"430","OG Anunoby","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1628384"
"431","Obi Toppin","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630167"
"432","Ochai Agbaji","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630534"
"433","Omer Yurtseven","C",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630209"
"434","Onyeka Okongwu","F","C","UFA",NULL,NULL,NULL,NULL,NULL,"1630168"
"435","Oshae Brissett","F","G","UFA",NULL,NULL,NULL,NULL,NULL,"1629052"
"436","Otto Porter Jr.","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"203490"
"437","Ousmane Dieng","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1631172"
"438","P.J. Tucker","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"200782"
"439","P.J. Washington","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1629023"
"440","Paolo Banchero","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1631094"
"441","Pascal Siakam","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1627783"
"442","Pat Connaughton","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1626192"
"443","Patrick Baldwin Jr.","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1631116"
"444","Patrick Beverley","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"201976"
"445","Patrick Williams","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630172"
"446","Patty Mills","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"201988"
"447","Paul George","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"202331"
"448","Paul Millsap","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"200794"
"449","Paul Reed","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630194"
"450","Payton Pritchard","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630202"
"451","Peyton Watson","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1631212"
"452","Precious Achiuwa","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630173"
"453","Quentin Grimes","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1629656"
"454","Quinndary Weatherspoon","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1629683"
"455","R.J. Hampton","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630181"
"456","RJ Barrett","F","G","UFA",NULL,NULL,NULL,NULL,NULL,"1629628"
"457","RJ Nembhard Jr.","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630612"
"458","Rajon Rondo","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"200765"
"459","Raul Neto","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"203526"
"460","Reggie Bullock","G","F","UFA",NULL,NULL,NULL,NULL,NULL,"203493"
"461","Reggie Jackson","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"202704"
"462","Richaun Holmes","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1626158"
"463","Ricky Rubio","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"201937"
"464","Robert Covington","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"203496"
"465","Robert Williams III","C","F","UFA",NULL,NULL,NULL,NULL,NULL,"1629057"
"466","Robert Woodard II","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630218"
"467","Robin Lopez","C",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"201577"
"468","Rodney Hood","G","F","UFA",NULL,NULL,NULL,NULL,NULL,"203918"
"469","Rodney McGruder","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"203585"
"470","Romeo Langford","G","F","UFA",NULL,NULL,NULL,NULL,NULL,"1629641"
"471","Royce O'Neale","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1626220"
"472","Rudy Gay","F","G","UFA",NULL,NULL,NULL,NULL,NULL,"200752"
"473","Rudy Gobert","C",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"203497"
"474","Rui Hachimura","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1629060"
"475","Russell Westbrook","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"201566"
"476","Ryan Arcidiacono","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1627853"
"477","Ryan Rollins","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1631157"
"478","Saben Lee","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630240"
"479","Saddiq Bey","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630180"
"480","Sam Hauser","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630573"
"481","Sandro Mamukelashvili","F","C","UFA",NULL,NULL,NULL,NULL,NULL,"1630572"
"482","Santi Aldama","F","C","UFA",NULL,NULL,NULL,NULL,NULL,"1630583"
"483","Scottie Barnes","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630567"
"484","Scottie Lewis","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630575"
"485","Scotty Pippen Jr.","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630590"
"486","Serge Ibaka","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"201586"
"487","Seth Curry","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"203552"
"488","Shaedon Sharpe","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1631101"
"489","Shai Gilgeous-Alexander","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1628983"
"490","Shake Milton","G","F","UFA",NULL,NULL,NULL,NULL,NULL,"1629003"
"491","Sharife Cooper","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630536"
"492","Skylar Mays","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630219"
"493","Spencer Dinwiddie","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"203915"
"494","Stanley Johnson","F","G","UFA",NULL,NULL,NULL,NULL,NULL,"1626169"
"495","Stephen Curry","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"201939"
"496","Sterling Brown","G","F","UFA",NULL,NULL,NULL,NULL,NULL,"1628425"
"497","Steven Adams","C",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"203500"
"498","Svi Mykhailiuk","G","F","UFA",NULL,NULL,NULL,NULL,NULL,"1629004"
"499","T.J. McConnell","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"204456"
"500","T.J. Warren","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"203933"
"501","Taj Gibson","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"201959"
"502","Talen Horton-Tucker","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1629659"
"503","Tari Eason","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1631106"
"504","Taurean Prince","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1627752"
"505","Terance Mann","G","F","UFA",NULL,NULL,NULL,NULL,NULL,"1629611"
"506","Terence Davis","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1629056"
"507","Terrence Ross","G","F","UFA",NULL,NULL,NULL,NULL,NULL,"203082"
"508","Terry Rozier","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1626179"
"509","Terry Taylor","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630678"
"510","Thaddeus Young","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"201152"
"511","Thanasis Antetokounmpo","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"203648"
"512","Theo Maledon","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630177"
"513","Theo Pinson","G","F","UFA",NULL,NULL,NULL,NULL,NULL,"1629033"
"514","Thomas Bryant","C","F","UFA",NULL,NULL,NULL,NULL,NULL,"1628418"
"515","Tim Hardaway Jr.","G","F","UFA",NULL,NULL,NULL,NULL,NULL,"203501"
"516","Timothe Luwawu-Cabarrot","G","F","UFA",NULL,NULL,NULL,NULL,NULL,"1627789"
"517","Tobias Harris","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"202699"
"518","Tomas Satoransky","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"203107"
"519","Tony Bradley","C","F","UFA",NULL,NULL,NULL,NULL,NULL,"1628396"
"520","Tony Snell","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"203503"
"521","Torrey Craig","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1628470"
"522","Trae Young","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1629027"
"523","Tre Jones","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630200"
"524","Tre Mann","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630544"
"525","Trendon Watford","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630570"
"526","Trent Forrest","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630235"
"527","Trevelin Queen","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630243"
"528","Trevor Hudgins","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1631309"
"529","Trevor Keels","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1631211"
"530","Trey Burke","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"203504"
"531","Trey Lyles","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1626168"
"532","Trey Murphy III","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630530"
"533","Tristan Thompson","C","F","UFA",NULL,NULL,NULL,NULL,NULL,"202684"
"534","Troy Brown Jr.","G","F","UFA",NULL,NULL,NULL,NULL,NULL,"1628972"
"535","Ty Jerome","G","F","UFA",NULL,NULL,NULL,NULL,NULL,"1629660"
"536","TyTy Washington Jr.","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1631102"
"537","Tyler Cook","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1629076"
"538","Tyler Herro","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1629639"
"539","Tyrese Haliburton","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630169"
"540","Tyrese Martin","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1631213"
"541","Tyrese Maxey","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630178"
"542","Tyus Jones","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1626145"
"543","Udoka Azubuike","C","F","UFA",NULL,NULL,NULL,NULL,NULL,"1628962"
"544","Udonis Haslem","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"2617"
"545","Usman Garuba","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630586"
"546","Vernon Carey Jr.","F","C","UFA",NULL,NULL,NULL,NULL,NULL,"1630176"
"547","Victor Oladipo","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"203506"
"548","Vince Williams Jr.","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1631246"
"549","Vit Krejci","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630249"
"550","Vlatko Cancar","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1628427"
"551","Walker Kessler","C",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1631117"
"552","Wayne Ellington","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"201961"
"553","Wendell Carter Jr.","C","F","UFA",NULL,NULL,NULL,NULL,NULL,"1628976"
"554","Wendell Moore Jr.","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1631111"
"555","Wenyen Gabriel","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1629117"
"556","Wesley Matthews","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"202083"
"557","Will Barton","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"203115"
"558","Willy Hernangomez","C","F","UFA",NULL,NULL,NULL,NULL,NULL,"1626195"
"559","Xavier Moon","G",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1629875"
"560","Xavier Sneed","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630270"
"561","Xavier Tillman Sr.","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630214"
"562","Yannick Nzosa","C",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1631161"
"563","Yuta Watanabe","G","F","UFA",NULL,NULL,NULL,NULL,NULL,"1629139"
"564","Yves Pons","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630582"
"565","Zach Collins","F","C","UFA",NULL,NULL,NULL,NULL,NULL,"1628380"
"566","Zach LaVine","G","F","UFA",NULL,NULL,NULL,NULL,NULL,"203897"
"567","Zeke Nnaji","F","C","UFA",NULL,NULL,NULL,NULL,NULL,"1630192"
"568","Ziaire Williams","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1630533"
"569","Zion Williamson","F",NULL,"UFA",NULL,NULL,NULL,NULL,NULL,"1629627"
